No.,Time,Source,Destination,Protocol,Length,Info
106,116.184387,157.240.214.60,10.0.2.15,TLS,1446,
107,116.18508,157.240.214.60,10.0.2.15,TLS,1270,
108,116.185607,157.240.214.60,10.0.2.15,TLS,149,
109,116.253953,10.0.2.15,157.240.214.60,TLS,148,
110,116.630681,10.0.2.15,157.240.214.60,TLS,150,
111,133.66949,10.0.2.15,157.240.214.60,TLS,123,
112,133.722386,10.0.2.15,157.240.214.60,TLS,191,
113,133.819313,10.0.2.15,157.240.214.60,TLS,124,
114,133.913086,157.240.214.60,10.0.2.15,TLS,149,
115,140.015122,10.0.2.15,157.240.214.60,TLS,285,
116,140.303138,157.240.214.60,10.0.2.15,TLS,165,
117,140.510131,157.240.214.60,10.0.2.15,TLS,149,
118,140.514106,10.0.2.15,157.240.214.60,TLS,147,
119,140.697995,157.240.214.60,10.0.2.15,TLS,150,
120,140.716684,10.0.2.15,157.240.214.60,TLS,149,
121,151.628764,157.240.214.60,10.0.2.15,TLS,193,
122,151.639329,10.0.2.15,157.240.214.60,TLS,150,
123,154.364072,157.240.214.60,10.0.2.15,TLS,1446,
124,154.406735,157.240.214.60,10.0.2.15,TLS,147,
125,154.707498,10.0.2.15,157.240.214.60,TLS,150,
126,154.896629,157.240.214.60,10.0.2.15,TLS,151,
127,154.939188,10.0.2.15,157.240.214.60,TLS,162,
128,154.948189,10.0.2.15,157.240.214.60,TLS,149,
129,155.011222,157.240.214.60,10.0.2.15,TLS,1446,
130,155.011222,157.240.214.60,10.0.2.15,TLS,166,
131,155.128247,157.240.214.60,10.0.2.15,TLS,149,
132,155.158436,10.0.2.15,157.240.214.60,TLS,147,
133,155.558569,157.240.214.60,10.0.2.15,TLS,149,
134,155.649263,10.0.2.15,157.240.214.60,TLS,148,
135,156.2242,157.240.214.60,10.0.2.15,TLS,148,
136,156.271933,10.0.2.15,157.240.214.60,TLS,146,
137,165.322012,157.240.214.60,10.0.2.15,TLS,332,
138,165.33598,10.0.2.15,157.240.214.60,TLS,126,
139,172.778606,157.240.214.60,10.0.2.15,TLS,174,
140,172.782946,10.0.2.15,157.240.214.60,TLS,149,
141,173.20701,10.0.2.15,157.240.214.60,TLS,124,
142,173.395502,157.240.214.60,10.0.2.15,TLS,126,
143,182.827653,10.0.2.15,157.240.214.60,TLS,84,
144,182.828359,10.0.2.15,157.240.214.60,TLS,4247,
145,182.939489,10.0.2.15,157.240.214.60,TLS,571,
146,183.016878,157.240.214.60,10.0.2.15,TLS,2838,
147,183.01794,157.240.214.60,10.0.2.15,TLS,446,
148,183.022919,10.0.2.15,157.240.214.60,TLS,118,
149,183.023292,10.0.2.15,157.240.214.60,TLS,224,
150,183.023372,10.0.2.15,157.240.214.60,TLS,411,
151,183.023481,10.0.2.15,157.240.214.60,TLS,2047,
152,183.098884,157.240.214.60,10.0.2.15,TLS,118,
153,183.110097,157.240.214.60,10.0.2.15,TLS,225,
154,183.110516,157.240.214.60,10.0.2.15,TLS,128,
