No.,Time,Source,Destination,Protocol,Length,Info
155,111.167173,157.240.214.60,10.0.2.15,TLS,2838,
156,111.167173,157.240.214.60,10.0.2.15,TLS,857,
157,111.386,10.0.2.15,157.240.214.60,TLS,150,
158,111.656241,157.240.214.60,10.0.2.15,TLS,195,
159,111.718997,10.0.2.15,157.240.214.60,TLS,154,
160,123.471813,157.240.214.60,10.0.2.15,TLS,279,
161,123.509956,10.0.2.15,157.240.214.60,TLS,127,
162,127.656532,157.240.214.60,10.0.2.15,TLS,371,
163,127.681406,10.0.2.15,157.240.214.60,TLS,149,
164,127.69722,10.0.2.15,157.240.214.60,TLS,150,
165,127.697543,10.0.2.15,157.240.214.60,TLS,150,
166,127.698602,10.0.2.15,157.240.214.60,TLS,150,
167,136.707656,157.240.214.60,10.0.2.15,TLS,1446,
168,136.76063,157.240.214.60,10.0.2.15,TLS,425,
169,137.195697,10.0.2.15,157.240.214.60,TLS,150,
170,140.247415,10.0.2.15,157.240.214.60,TLS,124,
171,140.438606,157.240.214.60,10.0.2.15,TLS,126,
172,149.923367,157.240.214.60,10.0.2.15,TLS,330,
173,149.968401,10.0.2.15,157.240.214.60,TLS,126,
174,153.250976,157.240.214.60,10.0.2.15,TLS,158,
175,153.258675,10.0.2.15,157.240.214.60,TLS,133,
176,154.499595,157.240.214.60,10.0.2.15,TLS,193,
177,154.505795,10.0.2.15,157.240.214.60,TLS,150,
178,155.74585,157.240.214.60,10.0.2.15,TLS,333,
179,155.767223,10.0.2.15,157.240.214.60,TLS,126,
180,157.961216,157.240.214.60,10.0.2.15,TLS,151,
181,157.967864,10.0.2.15,157.240.214.60,TLS,149,
182,159.354396,157.240.214.60,10.0.2.15,TLS,1446,
183,159.354826,157.240.214.60,10.0.2.15,TLS,1097,
184,160.037737,10.0.2.15,157.240.214.60,TLS,150,
185,163.215968,157.240.214.60,10.0.2.15,TLS,1514,
186,163.254144,157.240.214.60,10.0.2.15,TLS,313,
187,163.406279,157.240.214.60,10.0.2.15,TLS,150,
188,163.408976,157.240.214.60,10.0.2.15,TLS,148,
189,163.641375,157.240.214.60,10.0.2.15,TLS,149,
190,163.761205,10.0.2.15,157.240.214.60,TLS,124,
191,163.761365,10.0.2.15,157.240.214.60,TLS,147,
192,163.794137,10.0.2.15,157.240.214.60,TLS,148,
193,163.953898,157.240.214.60,10.0.2.15,TLS,126,
194,163.960258,10.0.2.15,157.240.214.60,TLS,146,
195,163.961237,10.0.2.15,157.240.214.60,TLS,148,
196,170.963797,157.240.214.60,10.0.2.15,TLS,176,
197,170.981644,10.0.2.15,157.240.214.60,TLS,152,
198,180.40841,10.0.2.15,157.240.214.60,TLS,124,
199,180.59629,157.240.214.60,10.0.2.15,TLS,126,
200,189.961678,157.240.214.60,10.0.2.15,TLS,1427,
201,190.528658,10.0.2.15,157.240.214.60,TLS,150,
202,192.264731,10.0.2.15,157.240.214.60,TLS,123,
203,192.330556,10.0.2.15,157.240.214.60,TLS,158,
204,192.331739,10.0.2.15,157.240.214.60,TLS,215,
205,192.531516,157.240.214.60,10.0.2.15,TLS,116,
206,192.610159,157.240.214.60,10.0.2.15,TLS,149,
207,196.437709,157.240.214.60,10.0.2.15,TLS,1446,
208,196.439862,157.240.214.60,10.0.2.15,TLS,765,
209,196.631373,157.240.214.60,10.0.2.15,TLS,150,
210,196.632893,157.240.214.60,10.0.2.15,TLS,148,
211,196.738594,157.240.214.60,10.0.2.15,TLS,147,
212,197.307504,10.0.2.15,157.240.214.60,TLS,147,
213,197.326587,10.0.2.15,157.240.214.60,TLS,148,
214,197.582019,10.0.2.15,157.240.214.60,TLS,146,
215,197.591091,10.0.2.15,157.240.214.60,TLS,146,
216,212.050143,10.0.2.15,157.240.214.60,TLS,124,
217,212.819057,157.240.214.60,10.0.2.15,TLS,126,
218,212.887848,157.240.214.60,10.0.2.15,TLS,1446,
219,212.887849,157.240.214.60,10.0.2.15,TLS,233,
220,213.214814,10.0.2.15,157.240.214.60,TLS,150,
221,213.355105,10.0.2.15,157.240.214.60,TLS,162,
222,213.552513,157.240.214.60,10.0.2.15,TLS,149,
223,223.260613,10.0.2.15,157.240.214.60,TLS,84,
224,223.26092,10.0.2.15,157.240.214.60,TLS,7354,
225,223.26122,10.0.2.15,157.240.214.60,TLS,1767,
226,223.617259,157.240.214.60,10.0.2.15,TLS,118,
227,225.127338,157.240.214.60,10.0.2.15,TLS,176,
228,225.298931,10.0.2.15,157.240.214.60,TLS,152,
