No.,Time,Source,Destination,Protocol,Length,Info
244,103.111562,157.240.214.60,10.0.2.15,TLS,151,
245,103.115594,10.0.2.15,157.240.214.60,TLS,149,
246,103.928819,157.240.214.60,10.0.2.15,TLS,131,
247,106.239843,157.240.214.60,10.0.2.15,TLS,319,
248,106.830906,10.0.2.15,157.240.214.60,TLS,150,
249,107.182192,157.240.214.60,10.0.2.15,TLS,193,
250,107.477955,10.0.2.15,157.240.214.60,TLS,162,
251,107.666152,157.240.214.60,10.0.2.15,TLS,149,
252,107.895802,10.0.2.15,157.240.214.60,TLS,285,
253,108.116476,157.240.214.60,10.0.2.15,TLS,165,
254,108.163324,10.0.2.15,157.240.214.60,TLS,152,
255,108.294928,157.240.214.60,10.0.2.15,TLS,149,
256,108.300018,10.0.2.15,157.240.214.60,TLS,147,
257,108.388206,157.240.214.60,10.0.2.15,TLS,150,
258,108.436007,10.0.2.15,157.240.214.60,TLS,149,
259,109.709522,157.240.214.60,10.0.2.15,TLS,151,
260,109.712642,10.0.2.15,157.240.214.60,TLS,150,
261,112.699408,157.240.214.60,10.0.2.15,TLS,131,
262,112.804127,10.0.2.15,157.240.214.60,TLS,124,
263,113.477671,157.240.214.60,10.0.2.15,TLS,319,
264,114.109668,10.0.2.15,157.240.214.60,TLS,150,
265,114.336832,157.240.214.60,10.0.2.15,TLS,131,
266,114.494528,10.0.2.15,157.240.214.60,TLS,162,
267,114.68301,157.240.214.60,10.0.2.15,TLS,149,
268,114.722679,157.240.214.60,10.0.2.15,TLS,303,
269,115.322636,10.0.2.15,157.240.214.60,TLS,150,
270,115.845481,10.0.2.15,157.240.214.60,TLS,162,
271,116.035399,157.240.214.60,10.0.2.15,TLS,149,
272,116.216156,10.0.2.15,157.240.214.60,TLS,253,
273,116.405005,10.0.2.15,157.240.214.60,TLS,124,
274,116.462582,157.240.214.60,10.0.2.15,TLS,165,
275,116.63453,157.240.214.60,10.0.2.15,TLS,149,
276,116.643797,10.0.2.15,157.240.214.60,TLS,147,
277,116.962718,10.0.2.15,157.240.214.60,TLS,124,
278,117.086787,157.240.214.60,10.0.2.15,TLS,150,
279,117.144731,10.0.2.15,157.240.214.60,TLS,149,
280,117.706822,157.240.214.60,10.0.2.15,TLS,131,
281,120.002322,10.0.2.15,157.240.214.60,TLS,124,
282,121.609011,10.0.2.15,157.240.214.60,TLS,124,
283,122.499243,10.0.2.15,157.240.214.60,TLS,124,
284,123.124214,10.0.2.15,157.240.214.60,TLS,124,
285,124.138941,10.0.2.15,157.240.214.60,TLS,124,
286,124.310609,157.240.214.60,10.0.2.15,TLS,367,
287,125.010318,10.0.2.15,157.240.214.60,TLS,150,
288,125.480605,10.0.2.15,157.240.214.60,TLS,162,
289,125.498035,157.240.214.60,10.0.2.15,TLS,151,
290,125.536764,10.0.2.15,157.240.214.60,TLS,150,
291,125.672167,157.240.214.60,10.0.2.15,TLS,149,
292,126.510077,10.0.2.15,157.240.214.60,TLS,269,
293,126.797187,157.240.214.60,10.0.2.15,TLS,165,
294,126.975957,157.240.214.60,10.0.2.15,TLS,149,
295,126.983922,10.0.2.15,157.240.214.60,TLS,147,
296,127.133141,157.240.214.60,10.0.2.15,TLS,148,
297,127.136797,10.0.2.15,157.240.214.60,TLS,147,
298,128.380404,10.0.2.15,157.240.214.60,TLS,124,
299,128.828789,10.0.2.15,157.240.214.60,TLS,124,
300,130.231663,10.0.2.15,157.240.214.60,TLS,124,
301,130.693416,10.0.2.15,157.240.214.60,TLS,124,
302,130.9627,10.0.2.15,157.240.214.60,TLS,124,
303,134.959589,10.0.2.15,157.240.214.60,TLS,253,
304,135.217795,157.240.214.60,10.0.2.15,TLS,165,
305,135.395141,157.240.214.60,10.0.2.15,TLS,149,
306,135.476538,10.0.2.15,157.240.214.60,TLS,147,
307,135.787102,157.240.214.60,10.0.2.15,TLS,148,
308,135.792136,10.0.2.15,157.240.214.60,TLS,147,
309,136.029751,10.0.2.15,157.240.214.60,TLS,124,
310,136.580238,10.0.2.15,157.240.214.60,TLS,124,
311,137.45596,10.0.2.15,157.240.214.60,TLS,124,
312,139.823798,157.240.214.60,10.0.2.15,TLS,117,
313,141.414978,10.0.2.15,157.240.214.60,TLS,124,
314,142.038938,10.0.2.15,157.240.214.60,TLS,270,
315,142.333357,157.240.214.60,10.0.2.15,TLS,165,
316,142.515978,157.240.214.60,10.0.2.15,TLS,149,
317,142.620041,157.240.214.60,10.0.2.15,TLS,333,
318,142.620041,157.240.214.60,10.0.2.15,TLS,148,
319,142.680854,10.0.2.15,157.240.214.60,TLS,147,
320,142.747691,10.0.2.15,157.240.214.60,TLS,147,
321,142.918667,10.0.2.15,157.240.214.60,TLS,135,
322,144.013154,157.240.214.60,10.0.2.15,TLS,151,
323,144.017361,10.0.2.15,157.240.214.60,TLS,150,
324,144.025968,157.240.214.60,10.0.2.15,TLS,151,
325,144.02969,10.0.2.15,157.240.214.60,TLS,150,
326,144.036021,157.240.214.60,10.0.2.15,TLS,151,
327,144.039226,10.0.2.15,157.240.214.60,TLS,150,
328,146.756319,10.0.2.15,157.240.214.60,TLS,270,
329,147.053753,157.240.214.60,10.0.2.15,TLS,165,
330,147.234811,157.240.214.60,10.0.2.15,TLS,149,
331,147.268385,10.0.2.15,157.240.214.60,TLS,147,
332,147.522812,157.240.214.60,10.0.2.15,TLS,148,
333,147.522812,157.240.214.60,10.0.2.15,TLS,154,
334,147.578369,10.0.2.15,157.240.214.60,TLS,147,
335,147.599498,10.0.2.15,157.240.214.60,TLS,152,
336,148.50805,10.0.2.15,157.240.214.60,TLS,124,
337,152.66256,157.240.214.60,10.0.2.15,TLS,210,
338,152.774932,10.0.2.15,157.240.214.60,TLS,149,
339,153.881984,10.0.2.15,157.240.214.60,TLS,124,
340,154.253284,10.0.2.15,157.240.214.60,TLS,270,
341,154.509125,157.240.214.60,10.0.2.15,TLS,165,
342,154.69421,157.240.214.60,10.0.2.15,TLS,149,
343,154.698626,10.0.2.15,157.240.214.60,TLS,147,
344,154.798638,157.240.214.60,10.0.2.15,TLS,150,
345,154.82476,10.0.2.15,157.240.214.60,TLS,149,
346,156.877267,10.0.2.15,157.240.214.60,TLS,124,
